RBD|NOM_RBD|COD_REG_RBD|COD_PRO_RBD|COD_COM_RBD|NOM_REGI_N|NOM_PROVINCIA|COD_DEPROV|NOM_DEPROV|NOM_COMUNA|grado|ind_am_rbd|dim_am_aa_rbd|dim_am_me_rbd|ind_cc_rbd|dim_cc_ao_rbd|dim_cc_ar_rbd|dim_cc_as_rbd|ind_hv_rbd|dim_hv_ac_rbd|dim_hv_ha_rbd|dim_hv_va_rbd|ind_pf_rbd|dim_pf_pa_rbd|dim_pf_sp_rbd|dim_pf_vd_rbd|cod_depe2|cod_grupo|cod_rural_rbd
366|HRVATSKA SKOLA S. ESTEBAN (EX-J. SKOLA)|2|21|2101|REGIÓN DE ANTOFAGASTA|ANTOFAGASTA|21|ANTOFAGASTA - TOCOPILLA|ANTOFAGASTA|2m|78.713703662|78.984606309|78.442801015|75.611228262|78.52252778|72.743211733|75.567945273|73.53888872|85.213694563|74.200055091|61.202916508|78.833493933|75.445381288|80.212051388|80.843049122|3|5|1
367|COMPLEJO EDUCATIVO JUAN JOSE LATORRE BE|2|21|2102|REGIÓN DE ANTOFAGASTA|ANTOFAGASTA|21|ANTOFAGASTA - TOCOPILLA|MEJILLONES|2m|75.044699011|71.350690175|78.738707846|73.494294409|81.011193756|66.304992285|73.166697188|71.668632454|76.461645737|73.801874794|64.742376832|77.159783411|76.303050427|74.116077033|81.060222772|1|2|1
371|ESCUELA CARACOLES|2|21|2103|REGIÓN DE ANTOFAGASTA|ANTOFAGASTA|21|ANTOFAGASTA - TOCOPILLA|SIERRA GORDA|2m|73.155387319|68.533283084|77.777491555|71.174150009|76.102296916|68.422569771|68.997583339|68.167765434|71.909711794|65.305867263|67.287717247|79.33873896|82.597316909|75.869669809|79.549230162|1|2|2
372|LICEO POLITECNICO JOSE MIGUEL QUIROZ|2|21|2104|REGIÓN DE ANTOFAGASTA|ANTOFAGASTA|21|ANTOFAGASTA - TOCOPILLA|TALTAL|2m|70.340779517|67.295145048|73.386413985|65.321342643|72.698475461|60.385768334|62.879784135|58.036007832|62.604951412|56.252531573|55.250540511|70.595097596|75.067595657|67.263433939|69.45426319|1|1|1
373|LICEO JUAN CORTES-MONROY CORTES|2|21|2104|REGIÓN DE ANTOFAGASTA|ANTOFAGASTA|21|ANTOFAGASTA - TOCOPILLA|TALTAL|2m|73.336434862|71.385927977|75.286941747|72.995286592|79.499041182|65.819766767|73.667051828|62.718489501|67.463977124|63.398725713|57.292765667|74.976629544|76.017348251|75.307227859|73.605312522|1|3|1
379|LICEO FEDERICO VARELA|3|32|3201|REGIÓN DE ATACAMA|CHAÑARAL|31|COPIAPÓ|CHAÑARAL|2m|71.184995156|68.468967853|73.901022458|68.091188934|75.376709574|63.312643493|65.584213736|64.351950208|68.518883479|62.931161096|61.605806047|71.030347291|74.603423613|67.239320212|71.248298047|1|2|1
384|LICEO MANUEL MAGALHAES MEDLING|3|32|3202|REGIÓN DE ATACAMA|CHAÑARAL|31|COPIAPÓ|DIEGO DE ALMAGRO|2m|77.56752615|74.712306094|80.422746205|73.21086446|80.153518835|66.626390927|72.852683617|68.637382809|73.550707738|61.936836212|70.424604478|76.895145571|79.534107276|80.112575352|71.038754087|1|2|1
392|LICEO DIEGO DE ALMEIDA|3|32|3202|REGIÓN DE ATACAMA|CHAÑARAL|31|COPIAPÓ|DIEGO DE ALMAGRO|2m|75.216549722|74.278998018|76.154101426|63.738002458|68.59788497|60.751311511|61.864810893|71.571793562|83.915574274|65.128884486|65.670921927|71.951273609|70.306366984|65.836710995|79.710742847|2|3|1
396|INSTITUTO COMERCIAL ALEJANDRO RIVERA DI|3|31|3101|REGIÓN DE ATACAMA|COPIAPÓ|31|COPIAPÓ|COPIAPÓ|2m|72.467889795|70.098580518|74.837199071|73.779209789|80.881682912|66.515427702|73.940518751|65.421447569|70.255959112|63.961873193|62.046510403|77.765047487|76.444308986|75.688086152|81.162747325|1|2|1
399|LICEO JOSE ANTONIO CARVAJAL|3|31|3101|REGIÓN DE ATACAMA|COPIAPÓ|31|COPIAPÓ|COPIAPÓ|2m|70.101090073|65.80334318|74.398836965|69.94134868|76.710036842|64.376382172|68.737627025|65.139649826|66.373423442|69.518988011|59.526538025|72.702068396|72.650914339|71.739289211|73.716001638|1|1|1
400|LICEO MERCEDES FRITIS MACKENNEY|3|31|3101|REGIÓN DE ATACAMA|COPIAPÓ|31|COPIAPÓ|COPIAPÓ|2m|74.009655364|72.982729988|75.03658074|77.429496555|83.621400721|69.36944322|79.297645723|68.787905451|68.51841272|71.792692291|66.052611342|77.534480418|73.045787293|82.87552697|76.68212699|1|2|1
415|LICEO DE MUSICA|3|31|3101|REGIÓN DE ATACAMA|COPIAPÓ|31|COPIAPÓ|COPIAPÓ|2m|72.500791951|71.763736063|73.237847839|76.016434952|81.367885179|68.759568254|77.921851423|65.119535157|63.792004783|74.377024971|57.189575716|75.898386889|74.703666454|79.046639319|73.944854894|1|4|1
429|LICEO CATOLICO ATACAMA|3|31|3101|REGIÓN DE ATACAMA|COPIAPÓ|31|COPIAPÓ|COPIAPÓ|2m|73.26993244|72.158089127|74.381775753|69.916208704|75.137327355|63.075217673|71.536081083|67.992142234|75.231825759|71.566429275|57.178171669|70.858147945|70.662859195|68.784974826|73.126609815|2|4|1
430|LICEO POLITECNICO BELEN|3|31|3101|REGIÓN DE ATACAMA|COPIAPÓ|31|COPIAPÓ|COPIAPÓ|2m|74.287407561|70.601931526|77.972883597|76.615320374|83.916510588|69.111467732|76.817982801|70.015502779|78.090327926|76.447548128|55.508632282|77.194646797|74.449325539|77.906767368|79.227847483|2|2|1
431|LICEO SAGRADO CORAZON|3|31|3101|REGIÓN DE ATACAMA|COPIAPÓ|31|COPIAPÓ|COPIAPÓ|2m|73.018206224|68.515417793|77.520994654|76.66918292|83.622325029|67.834395681|78.550828049|71.256908324|73.907581339|75.749216113|64.11392752|80.056670343|79.305657152|80.345006974|80.519346901|2|3|1
433|COLEGIO ADVENTISTA DE COPIAPO|3|31|3101|REGIÓN DE ATACAMA|COPIAPÓ|31|COPIAPÓ|COPIAPÓ|2m|70.17661395|67.755491466|72.597736434|77.469550604|84.976540552|69.463139562|77.968971698|68.381267334|68.14954599|74.168750738|62.825505274|77.037722324|74.730526598|76.74394306|79.638697313|2|3|1
437|ESCUELA TECNICO PROFESIONAL|3|31|3101|REGIÓN DE ATACAMA|COPIAPÓ|31|COPIAPÓ|COPIAPÓ|2m|71.562116718|71.954970525|71.169262912|75.590650752|83.142574778|67.257868521|76.371508959|66.834143945|79.519404958|59.937360233|61.045666643|75.610850454|76.424790457|76.647996994|73.759763912|2|3|1
438|LICEO MANUEL BLANCO ENCALADA|3|31|3102|REGIÓN DE ATACAMA|COPIAPÓ|31|COPIAPÓ|CALDERA|2m|70.188346433|66.290337993|74.086354872|69.985244716|76.243847356|63.815000291|69.8968865|65.491607195|73.342124847|68.417377569|54.715319169|74.28476664|76.53977711|74.436570512|71.877952298|1|1|1
440|COLEGIO PARROQUIAL PADRE NEGRO|3|31|3102|REGIÓN DE ATACAMA|COPIAPÓ|31|COPIAPÓ|CALDERA|2m|69.498832688|67.692481059|71.305184318|72.093971841|78.874893945|64.126158401|73.280863177|67.778312984|75.480072175|66.257114887|61.59775189|70.260505004|76.116599709|66.680610958|67.984304344|2|2|1
441|ESCUELA DE CONCENTRACION|3|31|3103|REGIÓN DE ATACAMA|COPIAPÓ|31|COPIAPÓ|TIERRA AMARILLA|2m|77.619168344|73.767231256|81.471105431|74.173272732|79.887422903|67.514231674|75.118163619|72.409847367|78.916620573|80.656600731|57.656320795|77.359976859|75.422492737|77.577331899|79.080105941|1|1|1
448|LICEO PEDRO TRONCOSO MACHUCA|3|33|3301|REGIÓN DE ATACAMA|HUASCO|32|HUASCO|VALLENAR|2m|71.072341822|68.246955981|73.897727663|72.160311536|76.691599329|66.34744135|73.441893929|68.66951015|73.378777169|71.409675933|61.220077348|75.244037287|74.484840787|76.237452083|75.009818992|4|2|1
449|LICEO JOSE SANTOS OSSA|3|33|3301|REGIÓN DE ATACAMA|HUASCO|32|HUASCO|VALLENAR|2m|76.222549899|72.673794286|79.771305513|75.895004249|81.210859327|70.31102039|76.163133029|70.227549631|72.007335007|72.919092027|65.756221859|79.429925149|79.490015289|79.133327621|79.666432537|4|1|1
478|LICEO SANTA MARTA|3|33|3301|REGIÓN DE ATACAMA|HUASCO|32|HUASCO|VALLENAR|2m|76.122944164|76.14411606|76.101772269|80.533969605|88.546290526|72.190521094|80.865097195|77.293900426|82.604290998|81.563104667|67.714305614|79.182787167|80.512154629|81.450298346|75.585908525|2|3|1
479|LICEO SAN FRANCISCO|3|33|3301|REGIÓN DE ATACAMA|HUASCO|32|HUASCO|VALLENAR|2m|75.756122441|74.784900092|76.727344789|76.070971957|82.126416159|70.765435716|75.321063996|70.849299817|74.87953039|77.174191117|60.494177943|77.133975621|81.4307512|73.542670269|76.428505393|2|3|1
486|LICEO JAPON|3|33|3304|REGIÓN DE ATACAMA|HUASCO|32|HUASCO|HUASCO|2m|78.985936893|74.422045407|83.549828379|74.546344043|81.666410979|69.699962657|72.272658494|69.986778229|74.827616738|74.070657232|61.062060716|76.404691128|74.971767204|76.206084753|78.036221428|4|2|1
516|LICEO GABRIELA MISTRAL DE LA SERENA|4|41|4101|REGIÓN DE COQUIMBO|ELQUI|41|ELQUI|LA SERENA|2m|72.528006894|69.941774557|75.114239231|73.752200602|78.077823496|69.315739496|73.863038815|63.267369187|66.052781178|63.847855933|59.90147045|75.229914669|69.173384252|75.130165849|81.386193906|1|2|1
517|LICEO GREGORIO CORDOVEZ|4|41|4101|REGIÓN DE COQUIMBO|ELQUI|41|ELQUI|LA SERENA|2m|72.847235877|70.485068431|75.209403324|78.429762825|83.872265198|70.850461272|80.566562005|71.250001782|78.163263648|71.421347566|64.165394133|79.611695275|75.093795868|83.328906224|80.412383734|1|2|1
518|LICEO TECNICO MARTA BRUNET|4|41|4101|REGIÓN DE COQUIMBO|ELQUI|41|ELQUI|LA SERENA|2m|74.428458102|69.096056591|79.760859613|76.479727902|85.575297591|68.149482125|75.714403989|72.428571527|79.94419889|75.458772282|61.882743411|79.923919599|79.39973896|79.898172904|80.473846933|1|1|1
526|COLEGIO JOSE MANUEL BALMACEDA|4|41|4101|REGIÓN DE COQUIMBO|ELQUI|41|ELQUI|LA SERENA|2m|81.869294692|80.722916871|83.015672514|82.196784842|87.078340673|74.083192609|85.428821243|76.172143004|81.17362954|81.688868441|65.653931031|83.576130371|75.803386257|86.744372061|88.180632793|1|3|1
530|COLEGIO GABRIEL GONZALEZ VIDELA|4|41|4101|REGIÓN DE COQUIMBO|ELQUI|41|ELQUI|LA SERENA|2m|73.12769461|73.045924358|73.209464862|73.414693493|80.321172681|67.269871623|72.653036174|63.667188484|66.277278363|67.706935186|57.017351905|72.867278606|69.490829174|75.564381704|73.546624941|1|2|1
531|COLEGIO PEDRO AGUIRRE CERDA|4|41|4101|REGIÓN DE COQUIMBO|ELQUI|41|ELQUI|LA SERENA|2m|78.825629852|75.875198703|81.776061001|82.504776967|86.257016271|77.223006968|84.034307662|73.424983869|74.243016883|77.379771084|68.65216364|88.01287132|90.963017954|88.754521528|84.321074477|1|2|1
535|COLEGIO JOSE MIGUEL CARRERA|4|41|4101|REGIÓN DE COQUIMBO|ELQUI|41|ELQUI|LA SERENA|2m|76.250187291|73.527960102|78.972414479|75.462104427|81.269264523|71.697704237|73.419344521|69.653822443|74.861023941|73.695962913|60.404480475|75.521928983|74.535262299|75.013632234|77.016892416|1|3|1
565|COLEGIO ADVENTISTA LA SERENA|4|41|4101|REGIÓN DE COQUIMBO|ELQUI|41|ELQUI|LA SERENA|2m|74.153913732|73.162300339|75.145527124|80.964323952|85.934605035|74.129993326|82.828373496|71.701939523|73.683610351|79.915032767|61.50717545|76.882501353|76.99090795|78.775931859|74.880664249|2|3|1
567|COLEGIO SAN FRANCISCO COLL|4|41|4101|REGIÓN DE COQUIMBO|ELQUI|41|ELQUI|LA SERENA|2m|74.227032994|73.287069256|75.166996733|78.05336131|85.453577269|70.104938964|78.601567699|70.824568042|73.01814842|76.331905296|63.123650409|77.616113709|78.825808761|79.272822733|74.749709633|2|2|1
568|COLEGIO SAN ANTONIO|4|41|4101|REGIÓN DE COQUIMBO|ELQUI|41|ELQUI|LA SERENA|2m|69.747507998|67.137934289|72.357081706|76.210460407|79.003911104|70.18592064|79.441549478|67.417254316|70.404939472|71.477666111|60.369157365|78.100576116|81.993071408|72.654199605|79.654457336|2|3|1
570|COLEGIO ELENA BETTINI|4|41|4101|REGIÓN DE COQUIMBO|ELQUI|41|ELQUI|LA SERENA|2m|76.30077959|73.904325368|78.697233813|83.453937163|90.002305737|76.817139806|83.542365945|75.140207834|84.302877681|72.772992767|68.344753055|84.041040986|84.430913986|85.803695567|81.888513405|2|3|1
573|ESCUELA PARTICULAR TERESA VIDELA DE G|4|41|4101|REGIÓN DE COQUIMBO|ELQUI|41|ELQUI|LA SERENA|2m|73.043055406|73.568650201|72.517460612|77.808552215|83.649069194|72.809901801|76.966685649|69.365178179|66.704275801|80.365620513|61.025638224|77.70715174|81.038255054|76.323267104|75.759933061|2|3|1
574|ESCUELA INDUSTRIAL SALESIANA SAN RAMON|4|41|4101|REGIÓN DE COQUIMBO|ELQUI|41|ELQUI|LA SERENA|2m|70.28538961|69.153444785|71.417334434|68.825087139|78.920822214|61.300318703|66.254120499|64.464708257|66.596703328|63.1319618|63.665459643|75.230561341|79.451836396|73.165805145|73.074042482|2|2|1
575|COLEGIO PROVIDENCIA|4|41|4101|REGIÓN DE COQUIMBO|ELQUI|41|ELQUI|LA SERENA|2m|79.844219387|75.77551082|83.912927953|84.082305769|91.070368116|75.249629106|85.926920084|77.03446358|85.500802547|80.033052825|65.569535369|82.323463953|77.302501443|85.775487322|83.892403093|2|2|1
578|LICEO IGNACIO CARRERA PINTO|4|41|4101|REGIÓN DE COQUIMBO|ELQUI|41|ELQUI|LA SERENA|2m|76.822409927|73.678776595|79.966043258|77.002426344|83.370515549|71.853382305|75.783381179|69.398997331|64.714260698|79.341806908|64.140924387|79.722088338|79.01189833|78.819489118|81.334877566|1|1|1
579|COLEGIO SEMINARIO CONCILIAR|4|41|4101|REGIÓN DE COQUIMBO|ELQUI|41|ELQUI|LA SERENA|2m|74.378686638|72.890433788|75.866939488|80.636473621|86.086061271|73.363696047|82.459663545|73.160775924|76.494510533|74.801584339|68.1862329|82.273335528|79.953084515|81.108498637|85.75842343|2|3|1
580|COLEGIO GERONIMO RENDIC|4|41|4101|REGIÓN DE COQUIMBO|ELQUI|41|ELQUI|LA SERENA|2m|76.118222521|75.752613469|76.483831573|81.134366738|85.575151495|74.778275907|83.049672812|74.848452343|81.949295456|76.515317015|66.080744557|83.468066463|78.765735576|83.110683768|88.527780045|3|4|1
581|ESCUELA EXPERIMENTAL DE MUSICA JORGE PE|4|41|4101|REGIÓN DE COQUIMBO|ELQUI|41|ELQUI|LA SERENA|2m|70.609368562|71.707900851|69.510836274|72.131014097|74.604400202|68.617891253|73.170750835|60.512437816|69.538476075|63.271271279|48.727566093|74.333214437|74.962589965|70.974402793|77.062650553|2|4|1
582|COLEGIO ANDRES BELLO|4|41|4101|REGIÓN DE COQUIMBO|ELQUI|41|ELQUI|LA SERENA|2m|78.023320325|77.242319931|78.80432072|75.995680757|80.283075172|72.292845871|75.411121229|75.189372025|85.10725895|76.598075812|63.862781313|76.688298943|72.798412421|77.564639655|79.701844753|3|4|1
583|COLEGIO SAGRADOS CORAZONES|4|41|4101|REGIÓN DE COQUIMBO|ELQUI|41|ELQUI|LA SERENA|2m|74.882924248|74.644525051|75.121323445|78.046175343|83.481481362|70.401684748|80.255359919|69.083206256|74.246307628|70.007035743|62.996275397|82.400878355|81.826595873|82.766090672|82.60994852|2|4|1
585|COLEGIO THE INTERNATIONAL SCHOOL|4|41|4101|REGIÓN DE COQUIMBO|ELQUI|41|ELQUI|LA SERENA|2m|75.29706835|75.944735812|74.649400889|77.82211992|83.345618277|73.913752333|76.206989148|78.76390722|93.657813296|76.352305295|66.28160307|80.3470446|78.1340886|82.674739194|80.232306005|3|5|1
587|COLEGIO SERENA|4|41|4101|REGIÓN DE COQUIMBO|ELQUI|41|ELQUI|LA SERENA|2m|76.965246066|75.701405998|78.229086135|85.976121761|92.722607158|78.375674493|86.830083633|77.521829509|89.633043449|79.531691097|63.400753982|79.835997289|82.775506944|78.410235697|78.322249226|3|5|1
589|COLEGIO SANTO DOMINGO|4|41|4101|REGIÓN DE COQUIMBO|ELQUI|41|ELQUI|LA SERENA|2m|78.354365235|77.431455991|79.277274478|79.395964956|83.426155253|75.949715188|78.812024428|79.197053457|78.415266454|87.789199808|71.386694108|83.362345368|83.705939385|76.226681664|90.154415055|2|4|1
590|COLEGIO PARTICULAR SAN JOSE|4|41|4101|REGIÓN DE COQUIMBO|ELQUI|41|ELQUI|LA SERENA|2m|70.94762063|69.428887079|72.46635418|78.896001884|85.18848108|72.44982807|79.049696503|68.463365481|70.407064599|77.190766645|57.7922652|76.227324143|74.767292645|76.676101169|77.238578615|3|4|1
591|COLEGIO INGLES CATOLICO|4|41|4101|REGIÓN DE COQUIMBO|ELQUI|41|ELQUI|LA SERENA|2m|75.781041284|75.096550698|76.465531871|75.224815084|80.914745285|70.843006098|73.91669387|76.343088474|89.160707397|77.732219196|62.13633883|78.426304826|77.67309462|76.203590612|81.402229245|3|5|1
597|COLEGIO PEDRO PABLO MUÑOZ|4|41|4104|REGIÓN DE COQUIMBO|ELQUI|41|ELQUI|LA HIGUERA|2m|77.699332935|74.246098555|81.152567315|76.656422|86.080853344|68.305244407|75.58316825|78.276991136|80.184097944|82.027058748|72.619816716|82.696929832|84.675530021|79.073112909|84.342146565|1|1|1
609|INSTITUTO SUPERIOR DE COMERCIO DE COQUI|4|41|4102|REGIÓN DE COQUIMBO|ELQUI|41|ELQUI|COQUIMBO|2m|82.572582658|78.879771313|86.265394003|82.486712563|88.737558791|75.549695301|83.172883597|71.664143173|79.649728623|68.013554019|67.329146878|84.132690369|77.765968879|88.298736136|86.333366093|4|1|1
610|LICEO INDUSTRIAL JOSE TOMAS DE URMENETA|4|41|4102|REGIÓN DE COQUIMBO|ELQUI|41|ELQUI|COQUIMBO|2m|74.330172547|72.293442663|76.366902432|72.198058209|79.985396173|66.025422662|70.58335579|63.855605393|70.528236205|64.296038409|56.742541565|73.371975668|70.131893455|76.219570103|73.764463447|4|1|1
611|LICEO DIEGO PORTALES|4|41|4102|REGIÓN DE COQUIMBO|ELQUI|41|ELQUI|COQUIMBO|2m|70.983269854|69.17607547|72.790464238|71.611545448|79.029702001|65.448336152|70.356598191|65.666879121|73.180762453|62.891763297|60.928111613|75.355242181|73.826904944|76.043972267|76.194849334|4|1|1
613|COLEGIO DE ARTES CLAUDIO ARRAU|4|41|4102|REGIÓN DE COQUIMBO|ELQUI|41|ELQUI|COQUIMBO|2m|77.370371424|74.549078495|80.191664354|71.237285894|75.686107588|66.837394593|71.188355502|66.959537736|71.095570059|71.264019107|58.519024042|73.569002836|73.363281037|68.168478812|79.175248658|4|2|1
629|COLEGIO PABLO NERUDA|4|41|4102|REGIÓN DE COQUIMBO|ELQUI|41|ELQUI|COQUIMBO|2m|70.980506834|68.577827027|73.38318664|68.118067075|73.165910158|64.232489016|66.955802052|64.536578759|67.24007628|68.700063768|57.669596228|74.27575105|75.457260343|69.412673831|77.957318975|4|1|2
646|COLEGIO BERNARDO O´HIGGINS|4|41|4102|REGIÓN DE COQUIMBO|ELQUI|41|ELQUI|COQUIMBO|2m|73.394624579|71.742487931|75.046761227|74.767807227|80.845725991|68.929202123|74.528493568|66.29743275|70.015008647|69.766463054|59.110826549|73.039221147|69.497295028|74.077623186|75.542745229|2|2|1
647|COLEGIO MANUEL MONTT|4|41|4102|REGIÓN DE COQUIMBO|ELQUI|41|ELQUI|COQUIMBO|2m|68.848028721|65.068820223|72.627237218|70.198316026|74.264775559|65.705328259|70.624844261|66.621830575|69.848225843|70.732402566|59.284863317|74.960066159|82.635113925|66.45228094|75.792803612|2|2|1
648|COLEGIO SANTA MARTA|4|41|4102|REGIÓN DE COQUIMBO|ELQUI|41|ELQUI|COQUIMBO|2m|74.65283252|74.284359089|75.021305951|79.186770713|84.721225048|71.745018468|81.094068623|68.016466654|69.292171723|76.089141633|58.668086605|78.084739577|76.081506099|83.95476518|74.217947452|2|3|1
649|COLEGIO PARTICULAR GABRIELA MISTRAL|4|41|4102|REGIÓN DE COQUIMBO|ELQUI|41|ELQUI|COQUIMBO|2m|75.419826317|73.424515723|77.41513691|75.413658947|81.609850424|68.388694285|76.242432132|68.142809305|71.07357222|74.23892048|59.115935213|74.360103066|77.356230207|76.160400994|69.563677997|2|3|1
656|LICEO PEDRO REGALADO S. VIDELA O.|4|41|4103|REGIÓN DE COQUIMBO|ELQUI|41|ELQUI|ANDACOLLO|2m|75.130424109|70.859388197|79.40146002|74.105763606|79.925046721|67.180952568|75.21129153|69.860782483|80.16709249|67.603988085|61.811266873|80.660564098|79.464694482|79.197080982|83.319916831|4|1|1
664|COLEGIO PARROQUIAL DE ANDACOLLO|4|41|4103|REGIÓN DE COQUIMBO|ELQUI|41|ELQUI|ANDACOLLO|2m|87.051327466|83.264898216|90.837756717|87.425127239|93.678245394|79.383614387|89.213521937|87.281282064|90.23773952|92.71785708|78.888249593|89.169266563|84.743032667|92.572113309|90.192653713|2|2|1
665|LICEO CARLOS ROBERTO MONDACA CORTES|4|41|4106|REGIÓN DE COQUIMBO|ELQUI|41|ELQUI|VICUÑA|2m|74.510962102|71.548666298|77.473257906|73.584926365|79.678512467|69.545123955|71.531142674|71.733245656|71.553535808|81.223328777|62.422872383|77.81860072|75.616764678|79.445062972|78.393974509|1|1|1
668|ESCUELA EDMUNDO VIDAL CARDENAS|4|41|4106|REGIÓN DE COQUIMBO|ELQUI|41|ELQUI|VICUÑA|2m|80.330475754|77.33960882|83.321342688|84.849768715|91.600900015|77.505022439|85.443383691|83.72555031|92.230524554|86.262485342|72.683641036|92.154442356|88.114691833|95.540241191|92.808394045|1|2|1
690|COLEGIO ANTONIO VARAS|4|41|4106|REGIÓN DE COQUIMBO|ELQUI|41|ELQUI|VICUÑA|2m|76.939426007|75.996967553|77.88188446|79.084660751|84.900496355|71.487756872|80.865729027|78.904566118|89.435853898|80.991877184|66.285967272|79.591453619|82.649054897|77.612606988|78.512698973|2|3|1
701|LICEO ESTELA AVILA DE PERRY|4|43|4301|REGIÓN DE COQUIMBO|LIMARÍ|42|LIMARÍ|OVALLE|2m|69.936821221|66.396428379|73.477214062|74.765267792|81.608767072|67.344449266|75.342587038|69.095338882|77.098289868|69.456297965|60.731428813|74.474768717|77.072210999|74.294220602|72.057874551|1|1|1
704|LICEO ALEJANDRO ALVAREZ JOFRE|4|43|4301|REGIÓN DE COQUIMBO|LIMARÍ|42|LIMARÍ|OVALLE|2m|75.364864791|72.903163034|77.826566548|79.160842154|84.806262921|72.769801063|79.906462479|70.000478181|71.338317625|73.952861045|64.710255872|78.787457443|74.746683537|83.754239277|77.861449515|1|2|1
705|LICEO POLITECNICO DE OVALLE|4|43|4301|REGIÓN DE COQUIMBO|LIMARÍ|42|LIMARÍ|OVALLE|2m|74.635636439|72.150226837|77.12104604|74.937425356|85.146134421|69.949048992|69.717092655|68.416051027|74.44774219|62.958862215|67.841548677|79.084347417|75.486286768|85.175856489|76.590898995|1|1|1
763|COLEGIO SAN JUAN BAUTISTA|4|43|4301|REGIÓN DE COQUIMBO|LIMARÍ|42|LIMARÍ|OVALLE|2m|73.652024652|69.753732892|77.550316413|77.127078844|83.980127049|68.897019065|78.504090417|78.541798125|87.451709639|78.98093579|69.192748946|79.207965125|79.193158525|80.926561281|77.504175567|2|2|1
766|COLEGIO SANTA MARIA EUFRASIA|4|43|4301|REGIÓN DE COQUIMBO|LIMARÍ|42|LIMARÍ|OVALLE|2m|75.280186478|72.874323412|77.686049543|75.223431046|84.241289602|67.562989293|73.866014242|76.58655305|88.752677104|73.601481878|67.405500168|79.836475392|80.355593096|80.104872822|79.048960257|2|2|1
767|COLEGIO PARTICULAR GABRIELA MISTRAL|4|43|4301|REGIÓN DE COQUIMBO|LIMARÍ|42|LIMARÍ|OVALLE|2m|76.728971183|74.432694033|79.025248334|81.455832191|89.066601737|74.443480852|80.857413984|73.432834339|84.13193727|70.163570345|66.002995401|82.759074073|87.512921467|81.195577208|79.568723544|2|3|1
768|COLEGIO LA PROVIDENCIA|4|43|4301|REGIÓN DE COQUIMBO|LIMARÍ|42|LIMARÍ|OVALLE|2m|75.166054314|70.933566352|79.398542276|81.184700953|89.344014198|73.46810522|80.741983442|78.699757448|87.399645278|80.421454913|68.278172152|78.312344014|71.801177829|86.886703151|76.249151061|2|1|1
769|COLEGIO SAN VIATOR|4|43|4301|REGIÓN DE COQUIMBO|LIMARÍ|42|LIMARÍ|OVALLE|2m|74.014152425|72.749210805|75.279094045|79.360077818|86.536898638|72.228289182|79.315045634|75.574214213|79.546713198|78.417797168|68.758132273|82.067540767|86.69740482|79.636793045|79.868424435|2|3|1
770|COLEGIO AMALIA ERRAZURIZ|4|43|4301|REGIÓN DE COQUIMBO|LIMARÍ|42|LIMARÍ|OVALLE|2m|73.926798051|76.605043908|71.248552194|79.080892795|84.880507349|73.237948813|79.124222222|75.938307801|82.23764889|82.170434488|63.406840024|78.657342036|82.836584716|77.169565964|75.965875426|3|5|1
772|LICEO AGRICOLA DE OVALLE TADEO PERRY BA|4|43|4301|REGIÓN DE COQUIMBO|LIMARÍ|42|LIMARÍ|OVALLE|2m|76.128273902|72.187993789|80.068554015|77.549575524|86.964450444|68.740762151|76.943513979|68.813436484|76.042723753|65.495889484|64.901696215|79.108038855|77.371677724|81.728734047|78.223704795|2|1|1
